"","Category","PdDistrict","X","Y"
"824516","NON-CRIMINAL","CENTRAL",-122.401055856592,37.7985811020612
"395070","NON-CRIMINAL","RICHMOND",-122.461062711176,37.7811580519204
"14705","VANDALISM","TARAVAL",-122.463620567059,37.7189283567907
"569182","WARRANTS","TENDERLOIN",-122.406212878217,37.7860371623519
"785079","WARRANTS","SOUTHERN",-122.407805288642,37.7837068386088
"111964","NON-CRIMINAL","RICHMOND",-122.468181258329,37.7828309192696
"804189","VEHICLE THEFT","INGLESIDE",-122.416824272044,37.7348885156561
"137391","WARRANTS","MISSION",-122.415348514404,37.7650058493722
"390503","OTHER OFFENSES","MISSION",-122.41089712203,37.7692141941712
"413861","NON-CRIMINAL","SOUTHERN",-122.365565425353,37.8096707013239
"335591","DRUG/NARCOTIC","SOUTHERN",-122.403404791479,37.775420706711
"70123","SUSPICIOUS OCC","SOUTHERN",-122.403404791479,37.775420706711
"497679","LARCENY/THEFT","CENTRAL",-122.404223195649,37.7916902259131
"715018","DRUNKENNESS","BAYVIEW",-122.403408669191,37.72700531963
"876925","LARCENY/THEFT","CENTRAL",-122.408384275542,37.7878271137225
"787863","OTHER OFFENSES","TENDERLOIN",-122.414269361877,37.7842081124308
"853053","VANDALISM","MISSION",-122.417653316856,37.7675941669426
"157393","OTHER OFFENSES","NORTHERN",-122.418229899721,37.7784895366813
"357950","LOITERING","TENDERLOIN",-122.414645409901,37.7860688364633
"531541","VANDALISM","TENDERLOIN",-122.414850480524,37.7856087588303
"143503","LARCENY/THEFT","CENTRAL",-122.407729769991,37.7931773025837
"658799","LARCENY/THEFT","NORTHERN",-122.432743822617,37.7838424505847
"820827","NON-CRIMINAL","BAYVIEW",-122.378392257534,37.7323312464378
"309094","ROBBERY","MISSION",-122.417660640341,37.7555043420028
"257831","BURGLARY","INGLESIDE",-122.420016996971,37.7290417249006
"344546","ROBBERY","SOUTHERN",-122.403404791479,37.775420706711
"418607","LIQUOR LAWS","MISSION",-122.410519781929,37.752766726673
"566729","RECOVERED VEHICLE","MISSION",-122.411121491341,37.7542865460446
"154695","ROBBERY","INGLESIDE",-122.420556751442,37.7108945814914
"292111","PROSTITUTION","NORTHERN",-122.420307355721,37.7886989511647
"292453","ASSAULT","TENDERLOIN",-122.409313111431,37.7843478513151
"219550","VANDALISM","PARK",-122.458680189782,37.7481554692332
"771943","SUSPICIOUS OCC","TARAVAL",-122.479269168541,37.762515760418
"394844","TRESPASS","MISSION",-122.415932937248,37.7612223329621
"877298","LARCENY/THEFT","NORTHERN",-122.431206932052,37.7845681170112
"369325","MISSING PERSON","NORTHERN",-122.428666208752,37.7757342027431
"763285","NON-CRIMINAL","PARK",-122.443597047511,37.7826435280939
"608507","WARRANTS","NORTHERN",-122.420211964949,37.7882225424263
"618775","OTHER OFFENSES","RICHMOND",-122.506290478807,37.7733763363591
"647752","TRESPASS","MISSION",-122.406539115148,37.7564864109309
"595543","VANDALISM","RICHMOND",-122.463902072852,37.7830189318905
"652495","BURGLARY","NORTHERN",-122.426845490414,37.7881042900528
"159754","LARCENY/THEFT","TARAVAL",-122.475647460786,37.7285280627465
"421171","ASSAULT","NORTHERN",-122.436863337604,37.7996199689993
"546618","LARCENY/THEFT","SOUTHERN",-122.414120205075,37.7741612954143
"441494","RUNAWAY","BAYVIEW",-122.378920771859,37.7286119710993
"47574","OTHER OFFENSES","INGLESIDE",-122.444500563066,37.7210957959913
"647151","RECOVERED VEHICLE","INGLESIDE",-122.441486253182,37.7276713347056
"55066","NON-CRIMINAL","NORTHERN",-122.423718618565,37.7981158175113
"779337","DRUG/NARCOTIC","TENDERLOIN",-122.412249767634,37.782556330202
"482508","VANDALISM","MISSION",-122.411108851674,37.7534661916444
"747149","ASSAULT","TENDERLOIN",-122.411987643595,37.7850226622786
"28736","ASSAULT","TARAVAL",-122.477309120603,37.7654460715825
"77509","VANDALISM","MISSION",-122.42850845331,37.7628896284932
"96799","MISSING PERSON","MISSION",-122.424257504658,37.7599852182816
"868428","VEHICLE THEFT","BAYVIEW",-122.402671594737,37.7564229800263
"353649","OTHER OFFENSES","SOUTHERN",-122.407387172098,37.7810688918781
"48685","LARCENY/THEFT","TENDERLOIN",-122.410509258795,37.7860432222992
"41134","BURGLARY","BAYVIEW",-122.39705592967,37.7586844897791
"325900","WARRANTS","CENTRAL",-122.403864541976,37.7982226437427
"275482","OTHER OFFENSES","RICHMOND",-122.468705276697,37.7827502637918
"536800","LARCENY/THEFT","MISSION",-122.420948039719,37.7699792794388
"209129","ASSAULT","SOUTHERN",-122.403404791479,37.775420706711
"173667","ROBBERY","INGLESIDE",-122.439856212838,37.742681719006
"131973","LARCENY/THEFT","SOUTHERN",-122.409795194505,37.7800356268394
"486710","ASSAULT","TARAVAL",-122.453165502054,37.7209645253748
"815966","NON-CRIMINAL","PARK",-122.452121969253,37.7655796709772
"701073","OTHER OFFENSES","MISSION",-122.430604287057,37.76075222187
"839505","NON-CRIMINAL","INGLESIDE",-122.432513268341,37.7377582824808
"565162","OTHER OFFENSES","MISSION",-122.417028392106,37.7603656931573
"622767","VANDALISM","NORTHERN",-122.422090267887,37.7808219708329
"361178","OTHER OFFENSES","MISSION",-122.419623543912,37.7602652229581
"194148","VEHICLE THEFT","BAYVIEW",-122.399869327872,37.7302928366764
"130240","NON-CRIMINAL","NORTHERN",-122.44709993644,37.8042164176186
"20645","LARCENY/THEFT","SOUTHERN",-122.403404791479,37.775420706711
"25438","LARCENY/THEFT","SOUTHERN",-122.409138382713,37.7708194100449
"358301","OTHER OFFENSES","INGLESIDE",-122.452289660492,37.7256933575703
"170966","DRUG/NARCOTIC","TENDERLOIN",-122.413047972078,37.7819119628298
"563963","ASSAULT","BAYVIEW",-122.380715788947,37.7296096317188
"259498","NON-CRIMINAL","SOUTHERN",-122.403404791479,37.775420706711
"875864","DRUG/NARCOTIC","CENTRAL",-122.404449525653,37.7931198049533
"720944","ASSAULT","MISSION",-122.414240098268,37.7548880080082
"508361","ASSAULT","MISSION",-122.406539115148,37.7564864109309
"454568","DRUG/NARCOTIC","TENDERLOIN",-122.415533007999,37.7821372997842
"866176","LARCENY/THEFT","INGLESIDE",-122.418433238855,37.7356343185594
"687533","LARCENY/THEFT","TARAVAL",-122.477976682169,37.7269346350353
"389643","NON-CRIMINAL","MISSION",-122.423962124277,37.7631671994684
"153111","LARCENY/THEFT","SOUTHERN",-122.400547898587,37.7745406809463
"341911","LARCENY/THEFT","NORTHERN",-122.432387723436,37.7900426050846
"200796","ASSAULT","MISSION",-122.416472035359,37.7603453746291
"854124","BURGLARY","INGLESIDE",-122.426563297214,37.7433025922865
"231689","WARRANTS","SOUTHERN",-122.406520987144,37.7850629421661
"825314","ROBBERY","INGLESIDE",-122.410106428722,37.7472418497075
"833059","WARRANTS","BAYVIEW",-122.395081830837,37.7524520499536
"312048","LARCENY/THEFT","CENTRAL",-122.414996719991,37.7874530734464
"235015","VANDALISM","RICHMOND",-122.480310116572,37.7793048293428
"582298","OTHER OFFENSES","NORTHERN",-122.423340546898,37.7962454397193
"17563","MISSING PERSON","SOUTHERN",-122.407999186749,37.7778241673064
"506936","LARCENY/THEFT","MISSION",-122.426955631709,37.769247063207
"819576","LARCENY/THEFT","INGLESIDE",-122.440593031551,37.7163046735122
"440283","NON-CRIMINAL","PARK",-122.433820379089,37.749292458799
"784225","FRAUD","MISSION",-122.419212198636,37.7610244167023
"255788","VEHICLE THEFT","NORTHERN",-122.418382008607,37.7832583770949
"9798","OTHER OFFENSES","MISSION",-122.418596727459,37.7538382048501
"811525","LARCENY/THEFT","NORTHERN",-122.419085788323,37.7784353333225
"783967","VEHICLE THEFT","MISSION",-122.432795347198,37.7610201697134
"462747","VANDALISM","TARAVAL",-122.508331560272,37.7640727562871
"506179","OTHER OFFENSES","NORTHERN",-122.422404422276,37.7898764817406
"332462","OTHER OFFENSES","PARK",-122.440168037474,37.7621873493017
"481121","BURGLARY","CENTRAL",-122.410845624227,37.7923158747647
"114389","ASSAULT","BAYVIEW",-122.398580716544,37.7542876781547
"490274","ARSON","SOUTHERN",-122.390234287293,37.7894032659904
"549496","FRAUD","INGLESIDE",-122.434572948036,37.7234968650126
"192116","SUSPICIOUS OCC","INGLESIDE",-122.431586379454,37.7189156691044
"619262","BURGLARY","BAYVIEW",-122.40919384115,37.7201834076202
"222912","NON-CRIMINAL","BAYVIEW",-122.39847312276,37.7531483460231
"356412","OTHER OFFENSES","BAYVIEW",-122.404099929802,37.7288373396427
"590572","NON-CRIMINAL","CENTRAL",-122.411281399822,37.7898978570344
"451657","DRUG/NARCOTIC","MISSION",-122.406758995794,37.7487672272746
"196370","SUSPICIOUS OCC","CENTRAL",-122.418930302924,37.8073502516323
"817599","SEX OFFENSES FORCIBLE","MISSION",-122.439653538683,37.7590574548561
"188677","LARCENY/THEFT","INGLESIDE",-122.402459634951,37.7121817273679
"425501","BURGLARY","BAYVIEW",-122.391011706672,37.7359953041609
"197542","VEHICLE THEFT","MISSION",-122.408312572709,37.7624827554494
"607690","WARRANTS","SOUTHERN",-122.414317857881,37.7799444052046
"225009","DRUG/NARCOTIC","CENTRAL",-122.41827417166,37.7870372043685
"461036","LARCENY/THEFT","NORTHERN",-122.421395819115,37.7856843389472
"56625","LARCENY/THEFT","RICHMOND",-122.47736353874,37.7660604768452
"423066","WARRANTS","TENDERLOIN",-122.413869632554,37.7818621883021
"577340","TRESPASS","NORTHERN",-122.42815115473,37.7815325510309
"100019","LARCENY/THEFT","SOUTHERN",-122.394548293028,37.7766651941599
"192952","MISSING PERSON","BAYVIEW",-122.402116556292,37.7332354676556
"455287","FORGERY/COUNTERFEITING","CENTRAL",-122.404271795034,37.7878080003666
"36359","LARCENY/THEFT","TENDERLOIN",-122.40801449292,37.7859507767613
"478205","OTHER OFFENSES","SOUTHERN",-122.407545855931,37.784401179486
"747723","DISORDERLY CONDUCT","MISSION",-122.415000536794,37.7620990020727
"621066","NON-CRIMINAL","TARAVAL",-122.478067213175,37.7606979828387
"404030","PROSTITUTION","NORTHERN",-122.42049728879,37.789618819255
"112521","VEHICLE THEFT","SOUTHERN",-122.394484874311,37.7872982355244
"208894","SUSPICIOUS OCC","MISSION",-122.406539115148,37.7564864109309
"546812","OTHER OFFENSES","TENDERLOIN",-122.407854234538,37.7854922044602
"54210","LARCENY/THEFT","SOUTHERN",-122.395630116231,37.7937899670889
"618581","LARCENY/THEFT","RICHMOND",-122.45731978553,37.7795892603426
"654570","LARCENY/THEFT","INGLESIDE",-122.435551369569,37.7347966189482
"457991","VEHICLE THEFT","SOUTHERN",-122.416991089644,37.777074192256
"824524","PROSTITUTION","NORTHERN",-122.420307355728,37.7886989511418
"43482","LARCENY/THEFT","NORTHERN",-122.421011927709,37.7838226942199
"398542","LARCENY/THEFT","CENTRAL",-122.406021838484,37.7886491245294
"412291","VANDALISM","CENTRAL",-122.410820106223,37.7960085369465
"731057","LARCENY/THEFT","MISSION",-122.425494570183,37.7646442347449
"854121","OTHER OFFENSES","SOUTHERN",-122.406277073987,37.7707000250114
"763016","NON-CRIMINAL","SOUTHERN",-122.407387172098,37.7810688918781
"539799","DRUG/NARCOTIC","TENDERLOIN",-122.413609328985,37.784696907904
"560885","TRESPASS","BAYVIEW",-122.387939452192,37.7422600519555
"827867","OTHER OFFENSES","INGLESIDE",-122.416139628673,37.7086777563714
"214684","OTHER OFFENSES","BAYVIEW",-122.383599364346,37.7280102316098
"643638","OTHER OFFENSES","NORTHERN",-122.430436523474,37.7721069661669
"691685","ROBBERY","NORTHERN",-122.417885441042,37.7854378471968
"734189","LARCENY/THEFT","BAYVIEW",-122.386528277818,37.7173949536041
"533686","SUSPICIOUS OCC","SOUTHERN",-122.403404791479,37.775420706711
"90607","LARCENY/THEFT","SOUTHERN",-122.410541166987,37.7709130566165
"773209","WARRANTS","RICHMOND",-122.457016163474,37.7812163786666
"184858","ASSAULT","TENDERLOIN",-122.408519707346,37.7864044708209
"188560","RECOVERED VEHICLE","TARAVAL",-122.493873369337,37.7581286205504
"382650","OTHER OFFENSES","MISSION",-122.418701003284,37.7651098786222
"441000","OTHER OFFENSES","INGLESIDE",-122.430826301881,37.7124349004423
"294029","STOLEN PROPERTY","INGLESIDE",-122.419564175858,37.7267747005062
"148705","NON-CRIMINAL","SOUTHERN",-122.390234287293,37.7894032659904
"804560","DRUNKENNESS","BAYVIEW",-122.387833652325,37.7131072321423
"753437","ASSAULT","BAYVIEW",-122.392625489272,37.7292804432495
"660208","LARCENY/THEFT","TENDERLOIN",-122.40642786236,37.78710945429
"417090","OTHER OFFENSES","TARAVAL",-122.497250084063,37.7430180938104
"119587","DRUG/NARCOTIC","CENTRAL",-122.408231026261,37.787359494956
"691460","LARCENY/THEFT","MISSION",-122.435187699322,37.7626702770923
"789302","LARCENY/THEFT","SOUTHERN",-122.398488873746,37.7891181923442
"759479","VEHICLE THEFT","MISSION",-122.440743638367,37.752897797943
"10866","NON-CRIMINAL","PARK",-122.450555872513,37.7753351819421
"317027","VEHICLE THEFT","TENDERLOIN",-122.413820070176,37.7857382950322
"866535","OTHER OFFENSES","INGLESIDE",-122.45181851562,37.7091542140065
"188648","LARCENY/THEFT","SOUTHERN",-122.403284843106,37.787306416019
"94806","LARCENY/THEFT","NORTHERN",-122.429754890812,37.7894813497173
"300406","ASSAULT","SOUTHERN",-122.417523396516,37.7738670346175
"35330","LARCENY/THEFT","CENTRAL",-122.404013943546,37.7897518225049
"172280","NON-CRIMINAL","SOUTHERN",-122.408162953857,37.7805345385278
"560860","DRUG/NARCOTIC","SOUTHERN",-122.408595110869,37.7837069301545
"441293","ASSAULT","SOUTHERN",-122.41029351969,37.7822305870036
"112048","NON-CRIMINAL","RICHMOND",-122.464279879446,37.7800332991006
"38484","OTHER OFFENSES","RICHMOND",-122.46802079893,37.7742241139372
"731600","MISSING PERSON","MISSION",-122.412354033821,37.7582176613659
"733785","ROBBERY","NORTHERN",-122.42562823943,37.7983417290933
"433211","NON-CRIMINAL","CENTRAL",-122.408205606839,37.8006189151963
"475451","OTHER OFFENSES","INGLESIDE",-122.419888691537,37.7455956089322
"528793","DRUG/NARCOTIC","TENDERLOIN",-122.409849441655,37.7832755202567
"769450","LARCENY/THEFT","MISSION",-122.418748733531,37.7554371875143
"638086","LARCENY/THEFT","NORTHERN",-122.428348222654,37.7951053718252
"210803","LARCENY/THEFT","BAYVIEW",-122.389991787451,37.7546183308558
"359848","ASSAULT","CENTRAL",-122.406831986427,37.7969028838908
"459421","OTHER OFFENSES","SOUTHERN",-122.406520987144,37.7850629421661
"753471","LARCENY/THEFT","SOUTHERN",-122.406520987144,37.7850629421661
"180831","ASSAULT","CENTRAL",-122.416949126396,37.7995236495692
"204556","ASSAULT","BAYVIEW",-122.397486915671,37.752197092814
"186637","PROSTITUTION","NORTHERN",-122.418467747931,37.7879652569797
"149736","NON-CRIMINAL","BAYVIEW",-122.382705072801,37.7358858148594
"756859","WEAPON LAWS","MISSION",-122.419560437891,37.7521716091766
"204749","MISSING PERSON","PARK",-122.441393701114,37.7717273141771
"494676","ROBBERY","BAYVIEW",-122.395513264888,37.7536178531447
"9666","LARCENY/THEFT","INGLESIDE",-122.437973772861,37.7300142935274
"81257","LARCENY/THEFT","MISSION",-122.441911807839,37.7595837568816
"81041","VANDALISM","CENTRAL",-122.410845624227,37.7923158747647
"93972","WARRANTS","MISSION",-122.420933634888,37.7557024462397
"773419","FORGERY/COUNTERFEITING","PARK",-122.435401659232,37.7719664391429
"582782","LARCENY/THEFT","TENDERLOIN",-122.40642786236,37.78710945429
"595238","OTHER OFFENSES","INGLESIDE",-122.452428220398,37.7257172546557
"288814","OTHER OFFENSES","SOUTHERN",-122.403404791479,37.775420706711
"316202","LARCENY/THEFT","CENTRAL",-122.41742026115,37.79146578806
"815563","LARCENY/THEFT","PARK",-122.43908839897,37.7729208953432
"546367","OTHER OFFENSES","PARK",-122.448578484966,37.7697977168831
"862376","TRESPASS","SOUTHERN",-122.407257559322,37.769769551921
"434447","SEX OFFENSES FORCIBLE","TARAVAL",-122.497242493708,37.7513958957007
"361731","BURGLARY","MISSION",-122.427720856367,37.7650823974772
"208386","MISSING PERSON","INGLESIDE",-122.44143900774,37.728181761842
"375143","OTHER OFFENSES","TENDERLOIN",-122.412993783039,37.7855629695287
"803553","NON-CRIMINAL","INGLESIDE",-122.426636034456,37.7363217048233
"113204","MISSING PERSON","MISSION",-122.406604919508,37.7571580431915
"868637","ROBBERY","NORTHERN",-122.422695629372,37.7921733284299
"191856","VEHICLE THEFT","RICHMOND",-122.468562845833,37.7798381239123
"665459","NON-CRIMINAL","SOUTHERN",-122.403404791479,37.775420706711
"302720","MISSING PERSON","MISSION",-122.406725329529,37.7585641691709
"852166","WARRANTS","MISSION",-122.407305615132,37.7631879400232
"419038","LARCENY/THEFT","RICHMOND",-122.443145467402,37.7887276748523
"272893","OTHER OFFENSES","SOUTHERN",-122.410541166987,37.7709130566165
"826890","VEHICLE THEFT","RICHMOND",-122.480174664198,37.7764956640524
"779427","RUNAWAY","PARK",-122.441393701114,37.7717273141771
"369509","OTHER OFFENSES","MISSION",-122.419671780296,37.7650501214668
"2403","NON-CRIMINAL","RICHMOND",-122.452796018759,37.7875001881845
"826381","OTHER OFFENSES","SOUTHERN",-122.403404791479,37.775420706711
"780519","NON-CRIMINAL","MISSION",-122.407538332327,37.7657827544322
"441261","OTHER OFFENSES","TENDERLOIN",-122.409853729941,37.7833862379382
"176761","NON-CRIMINAL","TARAVAL",-122.507539783548,37.7602981479122
"212458","OTHER OFFENSES","SOUTHERN",-122.411339562557,37.7812707434494
"405403","OTHER OFFENSES","SOUTHERN",-122.414317857881,37.7799444052046
"675655","VEHICLE THEFT","BAYVIEW",-122.391904260902,37.7551569778325
"533175","DRUG/NARCOTIC","SOUTHERN",-122.411339562557,37.7812707434494
"505306","ROBBERY","MISSION",-122.420070483636,37.7649720006151
"251937","MISSING PERSON","BAYVIEW",-122.378268018481,37.7323807302226
"782567","LARCENY/THEFT","CENTRAL",-122.415212031352,37.788871449843
"170196","LARCENY/THEFT","SOUTHERN",-122.413287527194,37.7711962032376
"198544","NON-CRIMINAL","INGLESIDE",-122.44337815957,37.738687302848
"779790","OTHER OFFENSES","INGLESIDE",-122.410106428722,37.7472418497075
"70778","VEHICLE THEFT","TENDERLOIN",-122.410323495232,37.7851225223607
"458042","SUSPICIOUS OCC","NORTHERN",-122.422963001902,37.789251361779
"619961","ASSAULT","MISSION",-122.424061577036,37.7655856465344
"391270","RUNAWAY","TARAVAL",-122.461163238283,37.7191248815986
"589096","DRUG/NARCOTIC","TENDERLOIN",-122.407244087032,37.7865647607685
"341103","NON-CRIMINAL","RICHMOND",-122.441279917794,37.7879051031628
"634864","LARCENY/THEFT","CENTRAL",-122.402218963687,37.7957128203502
"572035","ROBBERY","TENDERLOIN",-122.407877787733,37.7859680076775
"37974","MISSING PERSON","NORTHERN",-122.430118762295,37.791286303662
"829128","LARCENY/THEFT","SOUTHERN",-122.407633520742,37.7841893501425
"272794","LARCENY/THEFT","SOUTHERN",-122.413361136168,37.77636280535
"326727","SUSPICIOUS OCC","BAYVIEW",-122.390220650634,37.7527461246421
"618281","MISSING PERSON","CENTRAL",-122.417650682357,37.7880158477339
"451988","NON-CRIMINAL","SOUTHERN",-122.416818891994,37.7769362014881
"126637","WARRANTS","SOUTHERN",-122.408953598279,37.783287873572
"116697","LARCENY/THEFT","SOUTHERN",-122.403793259489,37.7823235897616
"161845","TRESPASS","NORTHERN",-122.431979576386,37.7800478529923
"298999","OTHER OFFENSES","CENTRAL",-122.415618823722,37.8072756032801
"29419","ASSAULT","TARAVAL",-122.468877005913,37.7187936431951
"395691","WARRANTS","TENDERLOIN",-122.412784096502,37.7848656939526
"99082","NON-CRIMINAL","TENDERLOIN",-122.415721688006,37.7830679886919
"332860","WARRANTS","NORTHERN",-122.416293820935,37.777493677735
"293680","VEHICLE THEFT","INGLESIDE",-122.437493149855,37.7154907113805
"35381","LARCENY/THEFT","TARAVAL",-122.468582057766,37.7658283860792
"322518","WARRANTS","TENDERLOIN",-122.414317857881,37.7799444052046
"40197","ASSAULT","BAYVIEW",-122.380818341183,37.7281870279805
"527969","FORGERY/COUNTERFEITING","SOUTHERN",-122.393023604356,37.7909940356997
"662960","DRUG/NARCOTIC","MISSION",-122.41965834371,37.7642205603745
"275499","LARCENY/THEFT","RICHMOND",-122.437386771865,37.7855073231695
"183866","VANDALISM","SOUTHERN",-122.399802145799,37.7880065324392
"763136","LARCENY/THEFT","BAYVIEW",-122.380382266471,37.7353538209895
"668936","NON-CRIMINAL","RICHMOND",-122.447622796761,37.7850837046062
"351875","LARCENY/THEFT","MISSION",-122.426955631709,37.769247063207
"159437","BURGLARY","NORTHERN",-122.431046366089,37.7830295716044
"587620","FORGERY/COUNTERFEITING","SOUTHERN",-122.401738283506,37.7885335775983
"432943","OTHER OFFENSES","PARK",-122.450709919144,37.7695262270693
"477319","MISSING PERSON","BAYVIEW",-122.400359378447,37.7579182258081
"320135","WARRANTS","MISSION",-122.419876917134,37.7695797471896
"297425","DISORDERLY CONDUCT","TENDERLOIN",-122.413047972078,37.7819119628298
"505596","OTHER OFFENSES","MISSION",-122.42027922768,37.7481246616016
"20452","ROBBERY","SOUTHERN",-122.390462451214,37.790393971625
"433357","LARCENY/THEFT","NORTHERN",-122.429293734683,37.7997871229932
"627525","ASSAULT","NORTHERN",-122.418090766692,37.7861007451645
"531520","OTHER OFFENSES","TENDERLOIN",-122.413259498719,37.7829514828801
"625901","WARRANTS","INGLESIDE",-122.4208910342,37.7120920675614
"421141","OTHER OFFENSES","SOUTHERN",-122.413361136168,37.77636280535
"443878","SUSPICIOUS OCC","CENTRAL",-122.41557882881,37.8044706948304
"535093","WARRANTS","BAYVIEW",-122.38829455719,37.73060802717
"162396","WARRANTS","SOUTHERN",-122.408079202236,37.7745234876448
"659805","ASSAULT","MISSION",-122.410817751206,37.7558599031957
"109776","BURGLARY","SOUTHERN",-122.403404791479,37.775420706711
"46046","WEAPON LAWS","TENDERLOIN",-122.413609328985,37.784696907904
"56599","DRUG/NARCOTIC","SOUTHERN",-122.411071423064,37.7817511307229
"783976","SEX OFFENSES NON FORCIBLE","TARAVAL",-122.47994003717,37.7587430391155
"694575","BURGLARY","NORTHERN",-122.433440229295,37.7890127108804
"716436","OTHER OFFENSES","TENDERLOIN",-122.415120589338,37.7817589366405
"570635","OTHER OFFENSES","BAYVIEW",-122.402210107735,37.7281042223657
"102613","VEHICLE THEFT","TARAVAL",-122.483035058721,37.7558234142471
"555478","ROBBERY","BAYVIEW",-122.393463718795,37.7504879461151
"69737","WARRANTS","BAYVIEW",-122.374019331833,37.729203356539
"695727","VEHICLE THEFT","MISSION",-122.438111575285,37.7590924248035
"2430","ASSAULT","MISSION",-122.41469551481,37.7596861764245
"618113","LARCENY/THEFT","SOUTHERN",-122.405359371753,37.7859774761625
"116489","OTHER OFFENSES","BAYVIEW",-122.393174162423,37.722036232083
"1383","NON-CRIMINAL","CENTRAL",-122.418537074676,37.8061515935611
"694203","VEHICLE THEFT","PARK",-122.449142861748,37.7725792727292
"422923","DRUG/NARCOTIC","TENDERLOIN",-122.416261836834,37.7853750846376
"369515","STOLEN PROPERTY","INGLESIDE",-122.405248218324,37.7117227123477
"686534","MISSING PERSON","PARK",-122.439480772215,37.7833088100623
"507442","VEHICLE THEFT","NORTHERN",-122.443630713171,37.8041890899487
"619658","NON-CRIMINAL","MISSION",-122.418448186101,37.7522391652625
"197652","LARCENY/THEFT","TENDERLOIN",-122.407244087032,37.7865647607685
"120580","LARCENY/THEFT","CENTRAL",-122.403552860945,37.7886749669059
"5985","LARCENY/THEFT","NORTHERN",-122.432355641362,37.7819065476741
"481543","FRAUD","CENTRAL",-122.412527239682,37.8086250595467
"218352","NON-CRIMINAL","NORTHERN",-122.435870220186,37.7989514142851
"389217","OTHER OFFENSES","RICHMOND",-122.489815051363,37.7760558952825
"102915","NON-CRIMINAL","PARK",-122.460563083834,37.766087330351
"293738","NON-CRIMINAL","MISSION",-122.420070483636,37.7649720006151
"780299","BURGLARY","CENTRAL",-122.410051383552,37.8043917619618
"425469","DRUG/NARCOTIC","SOUTHERN",-122.408913229808,37.7812116507663
"606639","ASSAULT","BAYVIEW",-122.401968361773,37.7356138034783
"132501","VEHICLE THEFT","NORTHERN",-122.447684418922,37.8007621294022
"740220","VEHICLE THEFT","CENTRAL",-122.409492478238,37.806130608894
"500282","LARCENY/THEFT","NORTHERN",-122.444630629429,37.8044755207218
"17847","LARCENY/THEFT","NORTHERN",-122.420841308488,37.7750052453064
